owning_agency_name,reporting_agency_name,submission_period,federal_account_symbol,federal_account_name,agency_identifier_name,budget_function,budget_subfunction,budget_authority_unobligated_balance_brought_forward,adjustments_to_unobligated_balance_brought_forward_cpe,budget_authority_appropriated_amount,borrowing_authority_amount,contract_authority_amount,spending_authority_from_offsetting_collections_amount,total_other_budgetary_resources_amount,total_budgetary_resources,obligations_incurred,deobligations_or_recoveries_or_refunds_from_prior_year,unobligated_balance,gross_outlay_amount,status_of_budgetary_resources_total,last_modified_date
Department of Energy,Department of Energy,FY2019Q4,089-0208,"Title 17 Innovative Technology Loan Guarantee Program, Energy Programs, Energy",Department of Energy,Energy,Energy supply,193511297.88,1685146.64,22425844.18,0.00,0.00,22780649.82,22780649.82,240402938.52,44240902.05,1548099.26,196162036.47,38679062.94,240402938.52,2019-11-14
Department of Energy,Department of Energy,FY2019Q4,089-0209,"Title 17-Innovative Technology Loan Guarantee Program-Recovery Act, Energy Programs, Energy",Department of Energy,Energy,Energy supply,523212422.04,0.00,0.00,0.00,0.00,0.00,0.00,523212422.04,34356945.00,0.00,488855477.04,34356945.00,523212422.04,2019-11-14
Department of Energy,Department of Energy,FY2019Q4,089-0212,"Salaries and Expenses, Federal Energy Regulatory Commission, Energy",Department of Energy,Energy,"Energy information, policy, and regulation",32206064.34,6555077.16,0.00,0.00,0.00,370210323.85,370210323.85,408971465.35,368994484.04,6555077.16,39976981.31,363214306.84,408971465.35,2019-11-14
Department of Energy,Department of Energy,FY2019Q4,089-0213,"Fossil Energy and Carbon Management, Energy Programs, Energy",Department of Energy,Energy,Energy supply,246852035.23,9237734.20,720111933.00,0.00,0.00,532961.97,532961.97,976734664.40,672364986.64,9833759.07,304369677.76,619906326.40,976734664.40,2019-11-14
Department of Energy,Department of Energy,FY2019Q4,089-0215,"Energy Conservation, Energy",Department of Energy,Energy,Energy conservation,12.11,0.00,0.00,0.00,0.00,0.00,0.00,12.11,0.00,0.00,12.11,0.00,12.11,2019-11-14
Department of Energy,Department of Energy,FY2019Q4,089-0216,"Energy Information Administration, Energy",Department of Energy,Energy,"Energy information, policy, and regulation",2247514.34,390515.09,125000000.00,0.00,0.00,0.00,0.00,127638029.43,124860068.77,390515.09,2777960.66,123137355.86,127638029.43,2019-11-14
Department of Energy,Department of Energy,FY2019Q4,089-0218,"Strategic Petroleum Reserve, Energy Programs, Energy",Department of Energy,Energy,Emergency energy preparedness,38087450.12,133881.65,235000000.00,0.00,0.00,0.00,0.00,273221331.77,215538942.54,133881.65,57682389.23,212866154.64,273221331.77,2019-11-14
Department of Energy,Department of Energy,FY2019Q4,089-0219,"Naval Petroleum and Oil Shale Reserves, Energy Programs, Energy",Department of Energy,Energy,Energy supply,9136976.92,-2831984.86,10000000.00,0.00,0.00,0.00,0.00,16304992.06,13459593.97,1759917.97,2845398.09,14395379.38,16304992.06,2019-11-14
Department of Energy,Department of Energy,FY2019Q4,089-0222,"Science, Energy Programs, Energy",Department of Energy,"General Science, Space, and Technology",General science and basic research,41714296.64,61941356.18,6708006350.13,0.00,0.00,577718338.22,577718338.22,7389380341.17,7341442672.64,62022088.92,47937668.53,6298370102.58,7389380341.17,2019-11-14
Department of Energy,Department of Energy,FY2019Q4,089-0224,"Energy Supply, Energy",Department of Energy,Energy,Energy supply,5785710.14,246814.48,0.00,0.00,0.00,-208222.49,-208222.49,5824302.13,0.00,246814.48,5824302.13,6624.81,5824302.13,2019-11-14
Department of Energy,Department of Energy,FY2019Q4,089-0228,"Departmental Administration, Energy Programs, Energy",Department of Energy,Energy,"Energy information, policy, and regulation",174623237.21,-10129022.21,186099449.12,0.00,0.00,77670799.39,77670799.39,428264463.51,284210297.03,4715910.14,144054166.48,270365081.30,428264463.51,2019-11-14
Department of Energy,Department of Energy,FY2019Q4,089-0233,"SPR Petroleum Account, Energy Programs, Energy",Department of Energy,Energy,Emergency energy preparedness,10640797.04,1316607.00,10000000.00,0.00,0.00,0.00,0.00,21957404.04,10487327.67,1316607.00,11470076.37,12319083.35,21957404.04,2019-11-14
Department of Energy,Department of Energy,FY2019Q4,089-0235,"Clean Coal Technology, Energy Programs, Energy",Department of Energy,Energy,Energy supply,2114877.39,0.00,0.00,0.00,0.00,0.00,0.00,2114877.39,0.00,0.00,2114877.39,98.69,2114877.39,2019-11-14
Department of Energy,Department of Energy,FY2019Q4,089-0236,"Office of the Inspector General, Energy Programs, Energy",Department of Energy,Energy,"Energy information, policy, and regulation",3304939.54,540823.69,51330000.00,0.00,0.00,0.00,0.00,55175763.23,50169709.07,540823.69,5006054.16,49784033.20,55175763.23,2019-11-14
Department of Energy,Department of Energy,FY2019Q4,089-0240,"Weapons Activities, National Nuclear Security Administration, Energy",Department of Energy,National Defense,Atomic energy defense activities,159278071.21,531857951.10,11100000000.00,0.00,0.00,2381586586.84,2381586586.84,14172722609.15,14058177710.01,532845059.44,114544899.14,12501747910.55,14172722609.15,2019-11-14
Department of Energy,Department of Energy,FY2019Q4,089-0242,"Defense Environmental Restoration and Waste Management, Energy",Department of Energy,National Defense,Atomic energy defense activities,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2019-11-14
Department of Energy,Department of Energy,FY2019Q4,089-0243,"Other Defense Activities, Environmental and Other Defense Activities, Energy",Department of Energy,National Defense,Atomic energy defense activities,51879153.92,105499695.77,860292000.00,0.00,0.00,1846971180.84,1846971180.84,2864642030.53,2795590587.53,106263493.44,69051443.00,2548502612.13,2864642030.53,2019-11-14
Department of Energy,Department of Energy,FY2019Q4,089-0244,"Defense Nuclear Waste Disposal, Environmental and Other Defense Activities, Energy",Department of Energy,National Defense,Atomic energy defense activities,1642602.36,411482.28,0.00,0.00,0.00,0.00,0.00,2054084.64,300000.00,411482.28,1754084.64,1691743.99,2054084.64,2019-11-14
Department of Energy,Department of Energy,FY2019Q4,089-0249,"Defense Environmental Services, Energy",Department of Energy,National Defense,Atomic energy defense activities,11435.70,0.00,0.00,0.00,0.00,0.00,0.00,11435.70,0.00,0.00,11435.70,0.00,11435.70,2019-11-14
Department of Energy,Department of Energy,FY2019Q4,089-0251,"Defense Environmental Cleanup, Environmental and Other Defense Activities, Energy",Department of Energy,National Defense,Atomic energy defense activities,271834167.02,61286093.95,6022978000.00,0.00,0.00,0.00,0.00,6356098260.97,5922889814.53,62032799.31,433208446.44,5747194131.53,6356098260.97,2019-11-14
Department of Energy,Department of Energy,FY2019Q4,089-0302,"Operation and Maintenance, Southeastern Power Administration, Power Marketing Administrations, Energy",Department of Energy,Energy,Energy supply,14038019.26,0.00,0.00,0.00,0.00,48000000.00,48000000.00,62038019.26,46501428.52,0.00,15536590.74,46266863.54,62038019.26,2019-11-14
Department of Energy,Department of Energy,FY2019Q4,089-0303,"Operation and Maintenance, Southwestern Power Administration, Power Marketing Administrations, Energy",Department of Energy,Energy,Energy supply,68978365.12,6050687.60,10400000.00,0.00,0.00,81128892.64,81128892.64,166557945.36,68072290.69,6050687.60,98485654.67,78612845.35,166557945.36,2019-11-14
Department of Energy,Department of Energy,FY2019Q4,089-0304,"Operation and Maintenance, Alaska Power Administration, Power Marketing Administration, Energy",Department of Energy,Energy,Energy supply,300006.00,0.00,0.00,0.00,0.00,0.00,0.00,300006.00,0.00,0.00,300006.00,0.00,300006.00,2019-11-14
Department of Energy,Department of Energy,FY2019Q4,089-0309,"Defense Nuclear Nonproliferation, National Nuclear Security Administration, Energy",Department of Energy,National Defense,Atomic energy defense activities,170501054.13,67655207.56,1919509404.05,0.00,0.00,5398654.92,5398654.92,2163064320.66,1902369189.01,67655207.56,260695131.65,1814813822.53,2163064320.66,2019-11-14
Department of Energy,Department of Energy,FY2019Q4,089-0313,"Federal Salaries and Expenses, National Nuclear Security Administration, Energy",Department of Energy,National Defense,Atomic energy defense activities,20110306.99,-1637950.33,410000000.00,0.00,0.00,0.00,0.00,428472356.66,398920754.98,1958301.15,29551601.68,406389888.47,428472356.66,2019-11-14
Department of Energy,Department of Energy,FY2019Q4,089-0314,"Naval Reactors, National Nuclear Security Administration, Energy",Department of Energy,National Defense,Atomic energy defense activities,18123146.70,366390621.17,1703118000.00,0.00,0.00,0.00,0.00,2087631767.87,2080869689.60,367169607.83,6762078.27,1487428548.35,2087631767.87,2019-11-14
Department of Energy,Department of Energy,FY2019Q4,089-0315,"Non-Defense Environmental Cleanup, Energy Programs, Energy",Department of Energy,Energy,Energy supply,13360468.77,4924477.91,310000000.00,0.00,0.00,43323519.74,43323519.74,371608466.42,332762304.26,4924477.91,38846162.16,310492223.65,371608466.42,2019-11-14
Department of Energy,Department of Energy,FY2019Q4,089-0318,"Electricity, Energy Programs, Energy",Department of Energy,Energy,Energy supply,43309429.83,7387584.71,151219511.10,0.00,0.00,-3337390.81,-3337390.81,198579134.83,164936216.44,14117407.48,33642918.39,204232670.57,198579134.83,2019-11-14
Department of Energy,Department of Energy,FY2019Q4,089-0319,"Nuclear Energy, Energy Programs, Energy",Department of Energy,Energy,Energy supply,82260153.90,16976735.93,1385218749.00,0.00,0.00,154462820.18,154462820.18,1638918459.01,1518659246.43,13232905.09,120259212.58,1351777614.64,1638918459.01,2019-11-14
Department of Energy,Department of Energy,FY2019Q4,089-0320,"Legacy Management, Energy Programs, Energy",Department of Energy,Energy,Energy supply,122746.79,0.00,0.00,0.00,0.00,0.00,0.00,122746.79,0.00,0.00,122746.79,0.00,122746.79,2019-11-14
Department of Energy,Department of Energy,FY2019Q4,089-0321,"Energy Efficiency and Renewable Energy, Energy Programs, Energy",Department of Energy,Energy,Energy conservation,670883846.78,120014643.70,2320132477.72,0.00,0.00,150764974.68,150764974.68,3261795942.88,2420286431.01,62304043.41,841509511.87,2071517657.91,3261795942.88,2019-11-14
Department of Energy,Department of Energy,FY2019Q4,089-0322,"Advanced Technology Vehicles Manufacturing Loan Program, Energy Programs, Energy",Department of Energy,Energy,Energy conservation,4338790364.37,9953.41,5000000.00,0.00,0.00,0.00,0.00,4343800317.78,4848575.64,9953.41,4338951742.14,3345727.54,4343800317.78,2019-11-14
Department of Energy,Department of Energy,FY2019Q4,089-0337,"Advanced Research Projects Agency-Energy, Energy Programs, Energy",Department of Energy,Energy,Energy supply,450302164.32,18774558.11,366000000.00,0.00,0.00,376328.64,376328.64,835453051.07,424515642.22,18836129.79,410937408.85,248074040.72,835453051.07,2019-11-14
Department of Energy,Department of Energy,FY2019Q4,089-0342,"Indian Energy Policy and Programs, Energy Programs, Energy",Department of Energy,Energy,Energy supply,0.00,0.00,18000000.00,0.00,0.00,0.00,0.00,18000000.00,10562427.34,0.00,7437572.66,732150.96,18000000.00,2019-11-14
Department of Energy,Department of Energy,FY2019Q4,089-0350,"Tribal Energy Loan Guarantee Program, Energy Programs, Energy",Department of Energy,Energy,Energy supply,9706622.40,1150.92,1000000.00,0.00,0.00,0.00,0.00,10707773.32,710445.93,1150.92,9997327.39,257639.30,10707773.32,2019-11-14
Department of Energy,Department of Energy,FY2019Q4,089-2250,"Cybersecurity, Energy Security, and Emergency Response, Energy Programs, Energy",Department of Energy,Energy,Energy supply,0.00,6582375.11,118413575.00,0.00,0.00,1160000.00,1160000.00,126155950.11,110093316.31,0.00,16062633.80,18525691.88,126155950.11,2019-11-14
Department of Energy,Department of Energy,FY2019Q4,089-4045,"Bonneville Power Administration Fund, Power Marketing Administration, Energy",Department of Energy,Energy,Energy supply,11743637.70,9923551.23,0.00,255000000.00,2850490090.18,514991750.72,3620481840.90,3642149029.83,3630767728.74,24808.40,11381301.09,3724500729.12,3642149029.83,2019-11-14
Department of Energy,Department of Energy,FY2019Q4,089-4180,"Expenses, Isotope Production and Distribution Program Fund, Energy",Department of Energy,Energy,Energy supply,19161415.46,1544335.31,0.00,0.00,0.00,102440619.09,102440619.09,123146369.86,100427895.44,1544335.31,22718474.42,88008592.36,123146369.86,2019-11-14
