owning_agency_name,reporting_agency_name,submission_period,federal_account_symbol,federal_account_name,agency_identifier_name,budget_function,budget_subfunction,budget_authority_unobligated_balance_brought_forward,adjustments_to_unobligated_balance_brought_forward_cpe,budget_authority_appropriated_amount,borrowing_authority_amount,contract_authority_amount,spending_authority_from_offsetting_collections_amount,total_other_budgetary_resources_amount,total_budgetary_resources,obligations_incurred,deobligations_or_recoveries_or_refunds_from_prior_year,unobligated_balance,gross_outlay_amount,status_of_budgetary_resources_total,last_modified_date
Export-Import Bank of the United States,Export-Import Bank of the United States,FY2021Q4,083-0105,"Inspector General, Export-Import Bank of the United States",Export-Import Bank of the United States,International Affairs,International financial programs,5918425.70,-114200.05,6500000.00,0.00,0.00,0.00,0.00,12304225.65,5062721.02,386286.60,7241504.63,4695846.65,12304225.65,2021-11-19
Export-Import Bank of the United States,Export-Import Bank of the United States,FY2021Q4,083-4027,"Liquidating Account, Export-Import Bank of the United States",Export-Import Bank of the United States,International Affairs,International financial programs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2021-11-19
Armed Forces Retirement Home,Armed Forces Retirement Home,FY2021P12,084-0100,"General Fund Payment, Armed Forces Retirement Home Trust Fund, Armed Forces Retirement Home",Armed Forces Retirement Home,Veterans Benefits and Services,Income security for veterans,0.00,0.00,22000000.00,0.00,0.00,0.00,0.00,22000000.00,22000000.00,0.00,0.00,22000000.00,22000000.00,2021-11-10
Armed Forces Retirement Home,Armed Forces Retirement Home,FY2021P12,084-8522,"Armed Forces Retirement Home Trust Fund, Armed Forces Retirement Home",Armed Forces Retirement Home,Veterans Benefits and Services,Income security for veterans,42697176.19,-5490916.78,75300000.00,0.00,0.00,83660.60,83660.60,112589920.01,65390364.16,1491045.60,47199555.85,65670023.33,112589920.01,2021-11-10
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2021P12,086-0108,"Research and Technology, Policy Development and Research, Housing and Urban Development",Department of Housing and Urban Development,Community and Regional Development,Community development,54618046.01,8429418.48,105000000.00,0.00,0.00,3000000.00,3000000.00,171047464.49,120121963.30,17728155.86,50925501.19,83180912.29,171047464.49,2021-11-15
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2021P12,086-0129,"Rent Supplement, Housing Programs, Housing and Urban Development",Department of Housing and Urban Development,Income Security,Housing assistance,2656616.38,0.00,-625469.86,0.00,0.00,0.00,0.00,2031146.52,0.00,0.00,2031146.52,0.00,2031146.52,2021-11-15
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2021P12,086-0143,"Salaries and Expenses, Management and Administration, Housing and Urban Development",Department of Housing and Urban Development,Income Security,Housing assistance,4927222.34,3245.59,0.00,0.00,0.00,1063122.06,1063122.06,5993589.99,477112.28,3245.59,5516477.71,479597.27,5993589.99,2021-11-15
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2021P12,086-0144,"Fair Housing Activities, Fair Housing and Equal Opportunity, Housing and Urban Development",Department of Housing and Urban Development,Administration of Justice,Federal law enforcement activities,21871768.45,-378663.78,91955000.00,0.00,0.00,0.00,0.00,113448104.67,35573988.51,1372088.95,77874116.16,65754291.54,113448104.67,2021-11-15
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2021P12,086-0148,"Rental Housing Assistance, Housing Programs, Housing and Urban Development",Department of Housing and Urban Development,Income Security,Housing assistance,81037033.19,478708.44,-13728992.94,0.00,0.00,0.00,0.00,67786748.69,0.00,534772.92,67786748.69,64551269.96,67786748.69,2021-11-15
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2021P12,086-0156,"Housing Counseling Assistance, Housing Programs, Housing and Urban Development",Department of Housing and Urban Development,Income Security,Housing assistance,6203660.14,353389.39,77500000.00,0.00,0.00,0.00,0.00,84057049.53,4135976.22,1052040.88,79921073.31,45077709.50,84057049.53,2021-11-15
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2021P12,086-0162,"Community Development Fund, Community Planning and Development, Housing and Urban Development",Department of Housing and Urban Development,Community and Regional Development,Community development,30936196694.02,560169.84,3475000000.00,0.00,0.00,0.00,0.00,34411756863.86,30658646314.78,88692457.72,3753110549.08,6825400245.27,34411756863.86,2021-11-15
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2021P12,086-0163,"Public Housing Operating Fund, Public and Indian Housing, Housing and Urban Development",Department of Housing and Urban Development,Income Security,Housing assistance,515050791.49,3890733.10,0.00,0.00,0.00,0.00,0.00,518941524.59,494278501.00,7550387.03,24663023.59,1623661160.63,518941524.59,2021-11-15
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2021P12,086-0174,"Lead Hazard Reduction, Office of Lead Hazard Control and Healthy Homes, Housing and Urban Development",Department of Housing and Urban Development,Community and Regional Development,Community development,154967399.96,5739963.81,360000000.00,0.00,0.00,0.00,0.00,520707363.77,122100200.05,11639717.12,398607163.72,90213217.22,520707363.77,2021-11-15
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2021P12,086-0176,"Self-Help and Assisted Homeownership Opportunity Program, Community Planning and Development, Housing and Urban Development",Department of Housing and Urban Development,Income Security,Housing assistance,65968172.45,-22192.45,60000000.00,0.00,0.00,0.00,0.00,125945980.00,59999992.00,38740.94,65945988.00,45635362.08,125945980.00,2021-11-15
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2021P12,086-0183,"Mutual Mortgage Insurance Program Account, Federal Housing Administration, Housing and Urban Development",Department of Housing and Urban Development,Commerce and Housing Credit,Mortgage credit,115190781.23,2964881613.26,130000000.00,0.00,0.00,0.00,0.00,3210072394.49,3121998051.80,14374352.01,88074342.69,3095246622.62,3210072394.49,2021-11-15
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2021P12,086-0186,"Guarantees of Mortgage-Backed Securities Loan Guarantees, Program Account, Government National Mortgage Association, Housing and Urban Development",Department of Housing and Urban Development,Commerce and Housing Credit,Mortgage credit,640352831.23,1628452658.75,0.00,0.00,0.00,36915369.40,36915369.40,2305720859.38,2039221148.44,30978861.21,266499710.94,1936308009.43,2305720859.38,2021-11-15
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2021P12,086-0189,"Office of Inspector General, Management and Administration, Housing and Urban Development",Department of Housing and Urban Development,Community and Regional Development,Community development,22373906.72,4240588.74,137200000.00,0.00,0.00,324001.64,324001.64,164138497.10,149007342.74,5090673.16,15131154.36,139949487.22,164138497.10,2021-11-15
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2021P12,086-0192,"Homeless Assistance Grants, Community Planning and Development, Housing and Urban Development",Department of Housing and Urban Development,Income Security,Housing assistance,5905313326.76,14520726.72,3000000000.00,0.00,0.00,0.00,0.00,8919834053.48,5279485567.53,114754363.54,3640348485.95,3218766550.37,8919834053.48,2021-11-15
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2021P12,086-0196,"Homeownership and Opportunity for People Everywhere Grants (HOPE Grants), Housing Programs, Housing and Urban Development",Department of Housing and Urban Development,Income Security,Housing assistance,132112.73,2302.00,0.00,0.00,0.00,0.00,0.00,134414.73,0.00,2302.00,134414.73,0.00,134414.73,2021-11-15
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2021P12,086-0197,"Drug Elimination Grants for Low-Income Housing, Housing Programs, Housing and Urban Development",Department of Housing and Urban Development,Income Security,Housing assistance,153145.27,0.00,0.00,0.00,0.00,0.00,0.00,153145.27,0.00,0.00,153145.27,0.00,153145.27,2021-11-15
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2021P12,086-0198,"Community Development Loan Guarantees Program Account, Community Planning and Development, Housing and Urban Development",Department of Housing and Urban Development,Community and Regional Development,Community development,0.00,0.00,2423264.75,0.00,0.00,0.00,0.00,2423264.75,2423264.75,0.00,0.00,2423264.75,2423264.75,2021-11-15
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2021P12,086-0200,"General and Special Risk Program Account, Federal Housing Administration, Housing and Urban Development",Department of Housing and Urban Development,Commerce and Housing Credit,Mortgage credit,1573861.23,0.00,1997186499.73,0.00,0.00,0.00,0.00,1998760360.96,1997186499.73,0.00,1573861.23,1997186499.73,1998760360.96,2021-11-15
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2021P12,086-0205,"Home Investment Partnerships Program, Community and Planning Development, Housing and Urban Development",Department of Housing and Urban Development,Income Security,Housing assistance,483935924.58,-14402834.47,6300000000.00,0.00,0.00,0.00,0.00,6769533090.11,6507652287.35,11846950.36,261880802.76,864013062.55,6769533090.11,2021-11-15
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2021P12,086-0218,"Revitalization of Severely Distressed Public Housing (HOPE VI), Public and Indian Housing, Department of Housing and Urban Development",Department of Housing and Urban Development,Income Security,Housing assistance,912446.40,482859.18,0.00,0.00,0.00,0.00,0.00,1395305.58,912442.00,984062.03,482863.58,1650479.15,1395305.58,2021-11-15
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2021P12,086-0223,"Indian Housing Loan Guarantee Fund Program Account, Public and Indian Housing, Housing and Urban Development",Department of Housing and Urban Development,Commerce and Housing Credit,Mortgage credit,8548333.85,9786.93,21908979.02,0.00,0.00,0.00,0.00,30467099.80,22727360.03,9786.93,7739739.77,21446114.27,30467099.80,2021-11-15
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2021P12,086-0233,"Native Hawaiian Housing Loan Guarantee Fund Program Account, Public and Indian Housing, Housing and Urban Development",Department of Housing and Urban Development,Commerce and Housing Credit,Mortgage credit,5925554.02,0.00,1367168.59,0.00,0.00,0.00,0.00,7292722.61,1367168.59,0.00,5925554.02,1367168.59,7292722.61,2021-11-15
Department of Housing and Urban Development,Department of Housing and Urban Development,FY2021P12,086-0235,"Native Hawaiian Housing Block Grant, Public and Indian Housing, Housing and Urban Development",Department of Housing and Urban Development,Income Security,Housing assistance,149373.61,492989.20,7000000.00,0.00,0.00,0.00,0.00,7642362.81,7000000.00,492989.20,642362.81,7916606.21,7642362.81,2021-11-15
