owning_agency_name,reporting_agency_name,submission_period,federal_account_symbol,federal_account_name,agency_identifier_name,budget_function,budget_subfunction,budget_authority_unobligated_balance_brought_forward,adjustments_to_unobligated_balance_brought_forward_cpe,budget_authority_appropriated_amount,borrowing_authority_amount,contract_authority_amount,spending_authority_from_offsetting_collections_amount,total_other_budgetary_resources_amount,total_budgetary_resources,obligations_incurred,deobligations_or_recoveries_or_refunds_from_prior_year,unobligated_balance,gross_outlay_amount,status_of_budgetary_resources_total,last_modified_date
Department of Defense,Department of Defense,FY2022P12,097-4965,"Emergency Response Fund, Defense",Department of Defense,National Defense,Department of Defense-Military,11462230.88,0.00,0.00,0.00,0.00,0.00,0.00,11462230.88,0.00,0.00,11462230.88,0.00,11462230.88,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-5187,"Defense Cooperation Account, Defense",Department of Defense,National Defense,Department of Defense-Military,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-5188,"Disposal of Department of Defense Real Property, Defense",Department of Defense,National Defense,Department of Defense-Military,72648950.56,10843.28,4599759.92,0.00,0.00,0.00,0.00,77259553.76,1158143.58,10843.28,76101410.18,3851210.83,77259553.76,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-5189,"Lease of Department of Defense Real Property, Defense",Department of Defense,National Defense,Department of Defense-Military,205266544.97,1038519.39,32415985.81,0.00,0.00,0.00,0.00,238721050.17,17649665.11,1038519.39,221071385.06,28276735.50,238721050.17,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-5193,"Department of Defense Overseas Military Facility Investment Recovery Account, Defense",Department of Defense,National Defense,Department of Defense-Military,469705.02,9394.71,0.00,0.00,0.00,0.00,0.00,479099.73,9394.71,9394.71,469705.02,150426.05,479099.73,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-5195,"Use of Proceeds from the Transfer or Disposition of Commissary Facilities, Defense",Department of Defense,National Defense,Department of Defense-Military,1352735.31,2231661.00,185324.00,0.00,0.00,0.00,0.00,3769720.31,2231661.00,2231661.00,1538059.31,2231661.00,3769720.31,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-5441,"Burden Sharing Contribution, Defense",Department of Defense,National Defense,Department of Defense-Military,1013668537.11,0.00,981481376.71,0.00,0.00,0.00,0.00,1995149913.82,847268711.52,0.00,1147881202.30,846628131.81,1995149913.82,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-5472,"Department of Defense, Medicare-Eligible Retiree Health Care Fund",Department of Defense,Health,Health care services,0.00,0.00,11222327924.30,0.00,0.00,0.00,0.00,11222327924.30,11222327924.30,0.00,0.00,11174509979.67,11222327924.30,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-5613,"Mutually Beneficial Activities, Defense",Department of Defense,National Defense,Department of Defense-Military,39267895.50,0.00,0.00,0.00,0.00,0.00,0.00,39267895.50,11850016.37,0.00,27417879.13,11965542.61,39267895.50,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-5750,"Department of Defense Vietnam War Commemoration Fund, Defense",Department of Defense,National Defense,Department of Defense-Military,8627297.48,0.00,10.00,0.00,0.00,0.00,0.00,8627307.48,4187375.57,0.00,4439931.91,929173.04,8627307.48,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-5751,"Contributions to the Cooperative Threat Reduction Program, Defense",Department of Defense,National Defense,Department of Defense-Military,290423.16,531972.88,211784.00,0.00,0.00,51948.52,51948.52,1086128.56,709694.36,531972.88,376434.20,470886.20,1086128.56,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-5753,"Contributions for Renewable Energy Impact Assessments and Mitigation, Defense",Department of Defense,National Defense,Department of Defense-Military,2135505.05,0.00,730000.00,0.00,0.00,0.00,0.00,2865505.05,642755.00,0.00,2222750.05,1180699.27,2865505.05,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-8097,Department of Defense Military Retirement Fund,Department of Defense,Income Security,Federal employee retirement and disability,0.00,0.00,66724042454.96,0.00,0.00,0.00,0.00,66724042454.96,66724042454.96,0.00,0.00,71531836937.08,66724042454.96,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-8098,"Department of Defense, Education Benefits Fund",Department of Defense,Veterans Benefits and Services,"Veterans education, training, and rehabilitation",0.00,0.00,150472910.19,0.00,0.00,0.00,0.00,150472910.19,150472910.19,0.00,0.00,150513525.85,150472910.19,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-8163,"Department of Defense General Gift Fund, Defense",Department of Defense,National Defense,Department of Defense-Military,7866076.02,0.00,64042.00,0.00,0.00,0.00,0.00,7930118.02,224901.97,0.00,7705216.05,224901.97,7930118.02,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-8164,"Commissary Stores Surcharge Program, Defense",Department of Defense,National Defense,Department of Defense-Military,17339186.15,44721947.27,0.00,0.00,0.00,221998647.97,221998647.97,284059781.39,262588644.14,44721947.27,21471137.25,223635449.44,284059781.39,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-8165,"Foreign National Employees Separation Pay Account, Defense",Department of Defense,National Defense,Department of Defense-Military,4346632.04,0.00,2682824.51,0.00,0.00,0.00,0.00,7029456.55,2682824.51,0.00,4346632.04,4634254.30,7029456.55,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-8168,"National Security Education Trust Fund, Defense",Department of Defense,National Defense,Department of Defense-Military,306354.92,0.00,0.00,0.00,0.00,0.00,0.00,306354.92,0.00,48012.64,306354.92,0.00,306354.92,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-8335,"Voluntary Separation Incentive Fund, Defense",Department of Defense,National Defense,Department of Defense-Military,0.00,0.00,30078111.09,0.00,0.00,0.00,0.00,30078111.09,30078111.09,0.00,0.00,30418783.21,30078111.09,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-8337,"Host Nation Support for U.S. Relocation Activities, Defense",Department of Defense,National Defense,Department of Defense-Military,214416540.95,0.00,131141800.76,0.00,0.00,0.00,0.00,345558341.71,194621608.79,0.00,150936732.92,202483809.96,345558341.71,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-8358,"Support for U.S. Relocation to Guam Activities, Defense",Department of Defense,National Defense,Department of Defense-Military,1118045033.42,0.00,209701911.56,0.00,0.00,0.00,0.00,1327746944.98,251216038.44,0.00,1076530906.54,305012640.56,1327746944.98,2023-02-01
Inter-American Foundation,Inter-American Foundation,FY2022P12,164-3100,Inter-American Foundation,Inter-American Foundation,International Affairs,International development and humanitarian assistance,12659388.82,1361973.42,42000000.00,0.00,0.00,12705.00,12705.00,56034067.24,44796792.75,1490596.61,11237274.49,41737381.93,56034067.24,2022-11-14
Inter-American Foundation,Inter-American Foundation,FY2022P12,164-8243,"Gifts, Donations and Contributions, Inter-American Foundation",Inter-American Foundation,International Affairs,International development and humanitarian assistance,234262.86,0.00,812455.23,0.00,0.00,0.00,0.00,1046718.09,2000.25,0.00,1044717.84,173668.25,1046718.09,2022-11-14
African Development Foundation,African Development Foundation,FY2022P12,166-0700,African Development Foundation,African Development Foundation,International Affairs,International development and humanitarian assistance,3888039.73,1296671.14,40000000.00,0.00,0.00,200000.00,200000.00,45384710.87,28794116.88,2559517.57,16590593.99,34506285.75,45384710.87,2022-11-15
African Development Foundation,African Development Foundation,FY2022P12,166-8239,"Gifts and Donations, African Development Foundation",African Development Foundation,International Affairs,International development and humanitarian assistance,4581628.33,501449.65,4438011.59,0.00,0.00,0.00,0.00,9521089.57,3470816.51,501449.65,6050273.06,4259407.46,9521089.57,2022-11-15
Commission On Combating Synthetic Opioid Trafficking,Executive Office of the President,FY2022P12,256-1760,"Salaries and Expenses, Commission on Combating Synthetic Opioid Trafficking",Commission On Combating Synthetic Opioid Trafficking,Administration of Justice,Federal law enforcement activities,1360770.00,0.00,0.00,0.00,0.00,0.00,0.00,1360770.00,20000.00,0.00,1340770.00,3188632.66,1360770.00,2022-11-14
Public Buildings Reform Board,Public Buildings Reform Board,FY2022P12,290-2860,"Salaries and Expenses, Public Buildings Reform Board",Public Buildings Reform Board,General Government,General property and records management,1599792.95,0.00,3605000.00,0.00,0.00,0.00,0.00,5204792.95,1072716.09,0.00,4132076.86,1675668.57,5204792.95,2022-11-03
Administrative Conference of the U.S.,Administrative Conference of the U.S.,FY2022P12,302-1700,"Salaries and Expenses, Administrative Conference of the United States",Administrative Conference of the U.S.,Administration of Justice,Federal law enforcement activities,515054.41,-28318.62,3400000.00,0.00,0.00,175000.00,175000.00,4061735.79,3743559.84,16270.81,318175.95,3821482.29,4061735.79,2022-10-26
Advisory Council on Historic Preservation,Advisory Council on Historic Preservation,FY2022P12,306-2300,"Salaries and Expenses, Advisory Council on Historic Preservation",Advisory Council on Historic Preservation,Natural Resources and Environment,Recreational resources,518428.50,31712.47,8255000.00,0.00,0.00,2990105.56,2990105.56,11795246.53,10013525.28,31712.47,1781721.25,9027772.66,11795246.53,2022-11-01
Advisory Council on Historic Preservation,Advisory Council on Historic Preservation,FY2022P12,306-8298,"Donations, Advisory Council on Historic Preservation",Advisory Council on Historic Preservation,Natural Resources and Environment,Recreational resources,10000.00,0.00,0.00,0.00,0.00,0.00,0.00,10000.00,0.00,0.00,10000.00,0.00,10000.00,2022-11-01
Appalachian Regional Commission,Appalachian Regional Commission;Department of Commerce;Department of Housing and Urban Development;Department of Transportation,FY2022P12,309-0200,"Appalachian Regional Development Programs, Appalachian Regional Commission",Appalachian Regional Commission,Community and Regional Development,Area and regional development,128652401.06,15342550.03,399265904.00,0.00,0.00,4029513.44,4029513.44,547290368.53,255860982.66,15534280.66,291429385.87,136834104.83,547290368.53,2022-11-28
Access Board,Access Board,FY2022P12,310-3200,"Salaries and Expenses, Access Board",Access Board,Administration of Justice,Federal law enforcement activities,1354413.85,-282434.38,9750000.00,0.00,0.00,0.00,0.00,10821979.47,9428249.10,41322.03,1393730.37,8389524.58,10821979.47,2022-11-15
Barry Goldwater Scholarship and Excellence In Education Foundation,Barry Goldwater Scholarship and Excellence In Education Foundation,FY2022P12,313-8281,"Trust Fund, Barry Goldwater Scholarship and Excellence in Education",Barry Goldwater Scholarship and Excellence In Education Foundation,"Education, Training, Employment, and Social Services",Higher education,34217900.76,61087.42,1271935.69,0.00,0.00,0.00,0.00,35550923.87,3257584.64,61087.42,32293339.23,3200070.94,35550923.87,2022-10-26
Commission for the Preservation of America's Heritage Abroad,Commission for the Preservation of America's Heritage Abroad,FY2022P12,321-3700,"Salaries and Expenses, Commission for the Preservation of America's Heritage Abroad",Commission for the Preservation of America's Heritage Abroad,General Government,Other general government,9497.41,1229.49,642000.00,0.00,0.00,0.00,0.00,652726.90,642006.90,15036.10,10720.00,580200.30,652726.90,2023-02-24
Commission for the Preservation of America's Heritage Abroad,Commission for the Preservation of America's Heritage Abroad,FY2022P12,321-8268,"Gifts and Donations, Commission for the Preservation of America's Heritage Abroad",Commission for the Preservation of America's Heritage Abroad,General Government,Other general government,181819.52,14915.00,26000.00,0.00,0.00,0.00,0.00,222734.52,45732.00,14915.00,177002.52,45732.00,222734.52,2023-02-24
Commission of Fine Arts,Commission of Fine Arts,FY2022P12,323-2600,"Salaries and Expenses, Commission of Fine Arts",Commission of Fine Arts,Community and Regional Development,Community development,422043.57,-1271.00,3328000.00,0.00,0.00,1373.77,1373.77,3750146.34,3130067.85,12834.17,620078.49,3078499.32,3750146.34,2022-11-18
Commission of Fine Arts,Commission of Fine Arts,FY2022P12,323-2602,"National Capital Arts and Cultural Affairs, Commission of Fine Arts",Commission of Fine Arts,"Education, Training, Employment, and Social Services",Research and general education aids,0.05,-0.03,5000000.00,0.00,0.00,0.00,0.00,5000000.02,5000000.00,0.00,0.02,5000000.00,5000000.02,2022-11-18
Commission on Civil Rights,Commission on Civil Rights,FY2022P12,326-1900,"Salaries and Expenses, Commission on Civil Rights",Commission on Civil Rights,Administration of Justice,Federal law enforcement activities,925744.31,147553.63,13000000.00,0.00,0.00,4914.00,4914.00,14078211.94,12286016.38,326014.45,1792195.56,12570004.02,14078211.94,2022-10-27
Committee for Purchase from People Who Are Blind or Severely Disabled,Committee for Purchase from People Who Are Blind or Severely Disabled,FY2022P12,338-2000,"Salaries and Expenses, Committee for Purchase from People Who Are Blind or Severely Disabled",Committee for Purchase from People Who Are Blind or Severely Disabled,"Education, Training, Employment, and Social Services",Other labor services,1099243.46,128348.78,11000000.00,0.00,0.00,0.00,0.00,12227592.24,10838207.96,175454.62,1389384.28,11070273.93,12227592.24,2022-10-26
Commodity Futures Trading Commission,Commodity Futures Trading Commission,FY2022P12,339-1400,"Expenses, Commodity Futures Trading Commission",Commodity Futures Trading Commission,Commerce and Housing Credit,Other advancement of commerce,20586420.63,1113472.95,359946053.00,0.00,0.00,49179.12,49179.12,381695125.70,301823272.77,2863715.32,79871852.93,296305996.66,381695125.70,2022-11-01
Commodity Futures Trading Commission,Commodity Futures Trading Commission,FY2022P12,339-1402,"Expenses, Commodity Futures Trading Commission, Unliquidating Deficiency",Commodity Futures Trading Commission,Commerce and Housing Credit,Other advancement of commerce,-80060413.95,23109.23,22053947.00,0.00,0.00,0.00,0.00,-57983357.72,0.00,23109.23,-57983357.72,22053947.00,-57983357.72,2022-11-01
Commodity Futures Trading Commission,Commodity Futures Trading Commission,FY2022P12,339-1534,"Expenses, Customer Protection, Commodity Futures Trading Commission",Commodity Futures Trading Commission,Commerce and Housing Credit,Other advancement of commerce,10000000.00,0.00,0.00,0.00,0.00,0.00,0.00,10000000.00,1118022.94,0.00,8881977.06,1118022.94,10000000.00,2022-11-01
