owning_agency_name,reporting_agency_name,submission_period,federal_account_symbol,federal_account_name,agency_identifier_name,budget_function,budget_subfunction,budget_authority_unobligated_balance_brought_forward,adjustments_to_unobligated_balance_brought_forward_cpe,budget_authority_appropriated_amount,borrowing_authority_amount,contract_authority_amount,spending_authority_from_offsetting_collections_amount,total_other_budgetary_resources_amount,total_budgetary_resources,obligations_incurred,deobligations_or_recoveries_or_refunds_from_prior_year,unobligated_balance,gross_outlay_amount,status_of_budgetary_resources_total,last_modified_date
Department of Health and Human Services,Department of Health and Human Services;Department of the Interior,FY2020P12,075-1550,"Child Care Entitlement to States, Administration for Children and Families, Health and Human Services",Department of Health and Human Services,Income Security,Other income security,907238.32,49741329.39,2917000000.00,0.00,0.00,0.00,0.00,2967648567.71,2966394528.61,84013309.85,1254039.10,2982759360.26,2967648567.71,2020-11-11
Department of Health and Human Services,Department of Commerce;Department of Health and Human Services;Department of the Interior,FY2020P12,075-1552,"Temporary Assistance for Needy Families, Administration for Children and Families, Health and Human Services",Department of Health and Human Services,Income Security,Other income security,457784022.16,204868.17,16737971687.00,0.00,0.00,0.00,0.00,17195960577.33,16719423585.23,204868.17,476536992.10,16554259341.34,17195960577.33,2021-03-05
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-1553,"Children's Research and Technical Assistance, Administration for Children and Families, Health and Human Services",Department of Health and Human Services,Income Security,Other income security,10783910.00,1108905.72,34772429.00,0.00,0.00,25530863.35,25530863.35,72196108.07,65006644.16,1490565.78,7189463.91,66883347.60,72196108.07,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-1700,"Healthcare Research and Quality, Agency for Healthcare Research and Quality, Health and Human Services",Department of Health and Human Services,Health,Health research and training,29409187.82,3872336.18,338000000.00,0.00,0.00,24638228.67,24638228.67,395919752.67,365771013.76,12600413.29,30148738.91,358014479.31,395919752.67,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-1806,"Payments to Federal Hospital Insurance Trust Fund, Health Care Fraud and Abuse, Health and Human Services",Department of Health and Human Services,Medicare,Medicare,0.00,0.00,728833433.74,0.00,0.00,0.00,0.00,728833433.74,728833433.74,0.00,0.00,728833433.74,728833433.74,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-3902,"Section 241 Transactions Account, Office of the Secretary, Health and Human Services",Department of Health and Human Services,Health,Health research and training,0.00,8968639.04,0.00,0.00,0.00,523955360.96,523955360.96,532924000.00,532924000.00,8968639.04,0.00,377164177.87,532924000.00,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-3966,"Management Fund, National Institutes of Health",Department of Health and Human Services,Health,Health research and training,190510952.87,15100678.99,0.00,0.00,0.00,868751221.93,868751221.93,1074362853.79,933119746.34,20455784.79,141243107.45,912395177.34,1074362853.79,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-4309,"Revolving Fund for Certification and Other Services, Food and Drug Administration, Health and Human Services",Department of Health and Human Services,Health,Consumer and occupational health and safety,3011050.79,27831.84,0.00,0.00,0.00,8207224.87,8207224.87,11246107.50,8894245.54,27831.84,2351861.96,7938858.75,11246107.50,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-4552,"HHS Service and Supply Fund, Program Support Center, Health and Human Services",Department of Health and Human Services,Health,Health care services,215327150.75,39561850.50,0.00,0.00,0.00,944172886.46,944172886.46,1199061887.71,1000571201.79,39561850.50,198490685.92,1185963874.12,1199061887.71,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-4553,"CDC Working Capital Fund, Centers for Disease Control and Prevention, Health and Human Services",Department of Health and Human Services,Health,Health care services,53743061.51,13360156.93,5000000.00,0.00,0.00,708557616.43,708557616.43,780660834.87,655244785.69,13360156.93,125416049.18,611477985.08,780660834.87,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-4554,"Service and Supply Fund, National Institutes of Health, Health and Human Services",Department of Health and Human Services,Health,Health research and training,416552613.47,52411583.33,0.00,0.00,0.00,2457303802.83,2457303802.83,2926267999.63,2501795478.03,52411583.33,424472521.60,2003705239.74,2926267999.63,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-4613,"FDA Working Capital Fund, Food and Drug Administration, Health and Human Services",Department of Health and Human Services,Health,Consumer and occupational health and safety,32498035.01,5687284.73,0.00,0.00,0.00,625831930.00,625831930.00,664017249.74,631604974.90,5687284.73,32412274.84,594324116.82,664017249.74,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-5071,"Operation and Maintenance of Quarters, Indian Health Services, Health and Human Services",Department of Health and Human Services,Health,Health care services,12934101.35,431191.11,10784265.40,0.00,0.00,0.00,0.00,24149557.86,11446404.07,431191.11,12703153.79,9488223.60,24149557.86,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-5145,"Cooperative Research and Development Agreements, National Institutes of Health, Health and Human Services",Department of Health and Human Services,Health,Health research and training,80845364.09,1140252.25,55503051.74,0.00,0.00,0.00,0.00,137488668.08,42885902.02,1140252.25,94602766.06,36470850.54,137488668.08,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-5146,"Cooperative Research and Development Agreements, Centers for Disease Control, Health and Human Services",Department of Health and Human Services,Health,Health research and training,3835239.80,231981.90,3118876.68,0.00,0.00,0.00,0.00,7186098.38,2126523.62,231981.90,5059574.76,1754998.85,7186098.38,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-5148,"Cooperative Research and Development Agreements, Food and Drug Administration, Health and Human Services",Department of Health and Human Services,Health,Consumer and occupational health and safety,3889308.91,803579.56,3102055.40,0.00,0.00,0.00,0.00,7794943.87,1173352.45,803579.56,6621591.42,1057623.94,7794943.87,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-5551,"Child Enrollment Contingency Fund, Centers for Medicare and Medicaid Services, Health and Human Services",Department of Health and Human Services,Health,Health care services,4521683932.48,-4521683932.48,4913703194.85,0.00,0.00,0.00,0.00,4913703194.85,700482.00,0.00,4913002712.85,1705712.00,4913703194.85,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-5628,"NIH Innovation, CURES Act, National Institutes of Health, Health and Human Services",Department of Health and Human Services,Health,Health research and training,59290476.80,0.00,157000000.00,0.00,0.00,0.00,0.00,216290476.80,152947600.17,0.00,63342876.63,133721217.28,216290476.80,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-5629,"FDA Innovation, CURES Act, Food and Drug Administration, Health and Human Services",Department of Health and Human Services,Health,Consumer and occupational health and safety,37894004.51,60730.76,75000000.00,0.00,0.00,0.00,0.00,112954735.27,64592015.69,60730.76,48362719.58,58501407.39,112954735.27,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-5733,"Risk Adjustment Program Payments, Centers for Medicare and Medicaid Services, Health and Human Services",Department of Health and Human Services,Health,Health care services,746648153.80,0.00,5914608693.69,0.00,0.00,0.00,0.00,6661256847.49,6250818773.57,0.00,410438073.92,5874009578.57,6661256847.49,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-5735,"Transitional Reinsurance Program, Centers for Medicare and Medicaid Services, Health and Human Services",Department of Health and Human Services,Health,Health care services,4818205.27,406245.80,2274384.92,0.00,0.00,0.00,0.00,7498835.99,454945.09,406245.80,7043890.90,311097.33,7498835.99,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-5736,"10-Year Pediatric Research Initiative Fund, National Institutes of Health, Health and Human Services",Department of Health and Human Services,Health,Health research and training,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-5745,"Debt Collection Fund, Office of the Secretary, Health and Human Services",Department of Health and Human Services,Health,Health care services,0.00,0.00,0.00,0.00,0.00,12262084.00,12262084.00,12262084.00,8125894.59,0.00,4136189.41,2973604.49,12262084.00,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-6079,"Personal Funds and Earnings of Patients, National Institutes of Health",Department of Health and Human Services,Governmental Receipts,Governmental Receipts,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-6276,"Other Federal Payroll Withholding, Allotments, Departmental Management",Department of Health and Human Services,Governmental Receipts,Governmental Receipts,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2020-11-11
Department of Health and Human Services,Department of Health and Human Services,FY2020P12,075-8004,"Federal Supplementary Medical Insurance Trust Fund-Treasury Managed, Health and Human Services",Department of Health and Human Services,Medicare,Medicare,0.00,1130457127.75,417349168669.79,0.00,0.00,0.00,0.00,418479625797.54,418479625797.54,35404735.12,0.00,420010284263.28,418479625797.54,2020-11-11
