"Company","Parent","Penalty","Year","Date","Agency","Market_cap","Ticker","price","price_at_time","Market_cap_at_time","Penalty_scaled"
"JP Morgan Chase Bank","jpmorgan chase",203323,2016,2016-03-14,"Occupational Safety & Health Administration",495457747131.148,"JPM",170.5,59.3400001525879,172436731908.288,1.17911652436175e-06
"Spectrolab, Inc.","boeing",90000,2016,2016-08-22,"Bureau of Industry and Security",122166222131.148,"BA",214.130004882812,134.440002441406,76701194727.742,1.17338459093712e-06
"Union Pacific Railroad","union pacific",30550,2011,2011-09-30,"Federal Railroad Administration",148485106557.377,"UNP",242.330001831055,42.6100006103516,26108820340.9865,1.17010265500359e-06
"Charles Schwab Bank","charles schwab corp.",30000,2011,2011-03-17,"Housing and Urban Development Department",94974234426.2295,"SCHW",63.4799995422363,17.1599998474121,25673564272.4418,1.16851714400257e-06
"Linde North America, Inc.","linde",67830,2016,2016-04-21,"Federal Railroad Administration",1.95585e+11,"LIN",401.279998779297,119.290000915527,58142281947.8615,1.16662087774308e-06
"AIR PRODUCTS & CHEMICALS INC","air products & chemicals",20000,2009,2009-12-01,"Pipeline and Hazardous Materials Safety Administration",57494097540.9836,"APD",257.160003662109,76.7160034179688,17151646137.2528,1.1660688332743e-06
"E-Trade Securities","morgan stanley",90000,2001,2001-07-09,"Financial Industry Regulatory Authority",111243387704.918,"MS",87.5699996948242,60.939998626709,77414319031.5534,1.16257562071064e-06
"Scottrade, Inc.","charles schwab corp.",16000,2004,2004-10-04,"Financial Industry Regulatory Authority",94974234426.2295,"SCHW",63.4799995422363,9.22000026702881,13794304869.0174,1.15989896931571e-06
"CSX TRANSPORTATION, INC.","csx",56098,2018,2018-09-26,"Federal Railroad Administration",68308821721.3115,"CSX",34.3899993896484,24.4400005340576,48545148850.8086,1.1555840558323e-06
"Merrill Lynch, Pierce, Fenner & Smith Incorporated","bank of america",280000,2019,2019-12-26,"Financial Industry Regulatory Authority",228235527459.016,"BAC",32.9799995422363,35.2200012207031,243737285242.221,1.14877787254314e-06
"Apache Shelf Inc.","apa corporation",20000,2016,2016-07-14,"Bureau of Safety and Environmental Enforcement",9697036885.2459,"APA",31.3700008392334,56.5400009155273,17477540953.2027,1.14432574087804e-06
"Verizon New Jersey, Inc.","verizon communications",170000,2004,2004-08-19,"National Labor Relations Board",174437320491.803,"VZ",41.2799987792969,35.1904983520508,148704855155.703,1.14320409930126e-06
"WESTERN REFINING COMPANY","marathon petroleum",24900,2014,2014-11-14,"Federal Railroad Administration",72481548360.6557,"MPC",155.100006103516,46.7750015258789,21858958102.8448,1.13912108174814e-06
"Union Pacific Railroad Company","union pacific",25050,2008,2008-09-25,"Federal Railroad Administration",148485106557.377,"UNP",242.330001831055,35.9099998474121,22003466816.0311,1.13845696268868e-06
"Exelon Nuclear","exelon",65000,2007,2007-11-27,"Nuclear Regulatory Commission",34182568852.459,"EXC",34.0800018310547,57.1469345092773,57318923668.3173,1.13400594149552e-06
"Magellan Midstream Partners, LP.","oneok",24525,2012,2012-07-12,"Federal Railroad Administration",40377327049.1803,"OKE",68.8600006103516,37.06005859375,21730846544.2662,1.12858005554648e-06
"FEDERAL EXPRESS CORP","fedex",50000,2017,2017-03-01,"Federal Aviation Administration",58064656557.377,"FDX",249.729995727539,192.979995727539,44869728771.3443,1.1143370234039e-06
"Devon Energy Production Company, L. P.","devon energy",15200,2002,2002-08-12,"Bureau of Safety and Environmental Enforcement",26853269672.1311,"DVN",41.6199989318848,21.1499996185303,13646003313.2476,1.11387925468578e-06
"ARCHER DANIELS MIDLAND CO.","archer daniels midland",22000,2007,2007-11-07,"Federal Railroad Administration",28215540983.6066,"ADM",52.6300010681152,36.8899993896484,19777147416.6744,1.11239500502744e-06
"Union Pacific Railroad Company","union pacific",24460,2008,2008-09-25,"Federal Railroad Administration",148485106557.377,"UNP",242.330001831055,35.9099998474121,22003466816.0311,1.11164300628204e-06
"Union Pacific Railroad","union pacific",28000,2010,2010-09-29,"Federal Railroad Administration",148485106557.377,"UNP",242.330001831055,41.1500015258789,25214221578.9945,1.11048441104072e-06
"Wal-Mart.com USA","walmart",120000,2014,2014-03-21,"Federal Communications Commission",230136705737.705,"WMT",160.5,75.379997253418,108085384712.89,1.11023336151098e-06
"Union Pacific Railroad Company","union pacific",24400,2008,2008-09-25,"Federal Railroad Administration",148485106557.377,"UNP",242.330001831055,35.9099998474121,22003466816.0311,1.10891616325764e-06
"Discovery Inc.","warner bros. discovery inc.",68000,2019,2019-08-15,"Federal Communications Commission",23223149590.1639,"WBD",10.4099998474121,27.4899997711182,61326069767.134,1.10882696801227e-06
"UNITED PARCEL SERVICE CO","united parcel service",63000,2012,2012-06-20,"Federal Aviation Administration",113828579098.361,"UPS",156.580001831055,78.1600036621094,56819785765.3624,1.10876870004683e-06
"Tyson Fresh Meats","tyson foods",22500,2016,2016-10-11,"Grain Inspection, Packers & Stockyards Administration",15327402049.1803,"TSN",53.1800003051758,70.5,20319327534.1528,1.10732010998799e-06
"CSX TRANSPORTATION, INC.","csx",21945,2016,2016-09-30,"Federal Railroad Administration",68308821721.3115,"CSX",34.3899993896484,9.99666690826416,19856369577.2991,1.10518692324747e-06
"Anadarko Petroleum Corporation","occidental petroleum",48862,2022,2022-09-13,"Bureau of Safety and Environmental Enforcement",38036308606.5574,"OXY",57.310001373291,66.8000030517578,44334766534.8299,1.10211474693598e-06
"Intel","intel",144000,2014,2014-07-02,"Federal Communications Commission",208030010245.902,"INTC",49.0900001525879,30.9799995422363,131284774947.179,1.09685224397069e-06
"Rockwell Collins","rtx corporation",105911,2013,2013-10-30,"Office of Federal Contract Compliance Programs",129340960655.738,"RTX",89.4899978637695,66.9729385375977,96796786402.624,1.09415822504133e-06
"MARATHON PIPE LINE LLC","marathon petroleum",24400,2014,2014-05-05,"Pipeline and Hazardous Materials Safety Administration",72481548360.6557,"MPC",155.100006103516,47.875,22373010904.0126,1.09059974559007e-06
"ONEOK NGL PIPELINE, LLC","oneok",36200,2022,2022-07-11,"Pipeline and Hazardous Materials Safety Administration",40377327049.1803,"OKE",68.8600006103516,56.8199996948242,33317451209.3651,1.0865176862576e-06
"ONEOK NGL PIPELINE LLC","oneok",36200,2018,2018-03-30,"Pipeline and Hazardous Materials Safety Administration",40377327049.1803,"OKE",68.8600006103516,56.9199981689453,33376087152.7026,1.08460886485517e-06
"Jacobs Technology Inc.","jacobs solutions",6678,2011,2011-03-16,"Office of Federal Contract Compliance Programs",17010715573.7705,"J",134.089996337891,48.5800018310547,6162880276.6087,1.08358424961563e-06
"Union Pacific Railroad Company","union pacific",133650,2021,2021-09-30,"Federal Railroad Administration",148485106557.377,"UNP",242.330001831055,201.679992675781,123577249934.707,1.08150974447655e-06
"Goldman Sachs Bank USA","goldman sachs",90000,2018,2018-01-12,"Federal Reserve",124355557377.049,"GS",379.399993896484,255.130004882812,83623707093.3316,1.07624982350462e-06
"Essex Property Trust, Inc., and Essex Portfolio, L.P.","essex property trust",20000,2019,2019-04-05,"Housing and Urban Development Department",15158865163.9344,"ESS",234.660003662109,287.779998779297,18590378122.7844,1.07582534727941e-06
"TRANSCONTINENTAL GAS PIPE LINE COMPANY","williams companies",42500,2012,2012-08-20,"Pipeline and Hazardous Materials Safety Administration",41647519672.1311,"WMB",34.0299987792969,32.310001373291,39542505614.7628,1.07479279168726e-06
"A.G. Edwards and Sons Inc.","wells fargo",122358,2008,2008-07-31,"Office of Foreign Assets Control",180655509426.229,"WFC",49.4900016784668,31.2000007629395,113890722181.567,1.07434563286844e-06
"Citigroup Private Bank GP, Inc.","citigroup",1e+05,2009,2009-10-01,"Commodity Futures Trading Commission",102457683196.721,"C",53.2599983215332,48.4000015258789,93108377381.4989,1.07401721319086e-06
"Archer  Daniels  Midland  Company","archer daniels midland",13750,2005,2005-10-12,"Office of Foreign Assets Control",28215540983.6066,"ADM",52.6300010681152,24.0100002288818,12872033663.7964,1.06820727471161e-06
"Union Pacific Railroad Company","union pacific",23500,2008,2008-09-25,"Federal Railroad Administration",148485106557.377,"UNP",242.330001831055,35.9099998474121,22003466816.0311,1.06801351789158e-06
"Amazon.com, Inc","amazon.com",350000,2016,2016-06-13,"Federal Aviation Administration",1433910175409.84,"AMZN",156.869995117188,35.8955001831055,328111968930.259,1.06670902966784e-06
"WILLIAMS MIDSTREAM","williams companies",40000,2017,2017-05-04,"Federal Railroad Administration",41647519672.1311,"WMB",34.0299987792969,30.7099990844727,37584347248.9284,1.06427284036815e-06
"Bank of New York","bank of new york mellon",27500,2004,2004-02-04,"Office of Foreign Assets Control",42446631147.541,"BK",54.9099998474121,33.4852676391602,25884844441.9202,1.0623977309079e-06
"ACE Limited","chubb limited",66212,2019,2019-12-09,"Office of Foreign Assets Control",99068447540.9836,"CB",241.580001831055,152.199996948242,62415006619.42,1.06083462273316e-06
"PNC Capital Markets LLC","pnc financial services",50000,2016,2016-12-21,"Financial Industry Regulatory Authority",60149581147.541,"PNC",150.229995727539,118.069999694824,47273255872.3764,1.05768048079838e-06
"Union Pacific Railroad","union pacific",27500,2011,2011-09-30,"Federal Railroad Administration",148485106557.377,"UNP",242.330001831055,42.6100006103516,26108820340.9865,1.05328389566608e-06
"Maine Central Railroad","csx",22500,2014,2014-09-29,"Federal Railroad Administration",68308821721.3115,"CSX",34.3899993896484,10.7733325958252,21399059863.1453,1.05144806098472e-06
"Union Pacific Railroad Company","union pacific",23100,2008,2008-09-25,"Federal Railroad Administration",148485106557.377,"UNP",242.330001831055,35.9099998474121,22003466816.0311,1.04983456439555e-06
"Prudential Equity Group, LLC","prudential financial",17306,2004,2004-06-29,"Financial Industry Regulatory Authority",38023154508.1967,"PRU",104.790000915527,45.4500007629395,16491577309.9382,1.04938415985056e-06
"Smith International (North Sea) Limited","schlumberger",130000,2013,2013-12-23,"Bureau of Industry and Security",73960973360.6557,"SLB",51.6699981689453,87.2699966430664,124919181839.292,1.04067284211999e-06
"Union Pacific Railroad Company","union pacific",22850,2008,2008-09-25,"Federal Railroad Administration",148485106557.377,"UNP",242.330001831055,35.9099998474121,22003466816.0311,1.03847271846053e-06
"Wells Fargo Bank, National Association","wells fargo",115000,2005,2005-06-27,"Office of the Comptroller of the Currency",180655509426.229,"WFC",49.4900016784668,30.3600006103516,110824433025.43,1.03767731411368e-06
"Honeywell International Inc.","honeywell international",26105,2009,2009-11-17,"Federal Railroad Administration",132443272540.984,"HON",199.869995117188,38.0013084411621,25181456815.6459,1.03667552640482e-06
"National Technology and Engineering Solutions of Sandia, LLC","honeywell international",152000,2021,2021-05-21,"Energy Department Office of Enforcement",132443272540.984,"HON",199.869995117188,222.130004882812,147193803446.961,1.03265216633097e-06
"Burlington Resources Offshore Inc.","conocophillips",27000,2001,2001-08-15,"Bureau of Safety and Environmental Enforcement",130891911065.574,"COP",109.669998168945,22.0690631866455,26339581509.5847,1.02507323399102e-06
"Union Pacific Railroad Company","union pacific",22400,2008,2008-09-25,"Federal Railroad Administration",148485106557.377,"UNP",242.330001831055,35.9099998474121,22003466816.0311,1.0180213957775e-06
"Union Pacific Railroad","union pacific",26500,2011,2011-09-30,"Federal Railroad Administration",148485106557.377,"UNP",242.330001831055,42.6100006103516,26108820340.9865,1.0149826630964e-06
"Union Pacific Railroad","union pacific",26500,2011,2011-09-30,"Federal Railroad Administration",148485106557.377,"UNP",242.330001831055,42.6100006103516,26108820340.9865,1.0149826630964e-06
"Morgan Stanley DW Inc.","morgan stanley",1e+05,2006,2006-12-13,"Financial Industry Regulatory Authority",111243387704.918,"MS",87.5699996948242,78.4000015258789,99594402149.1756,1.00407249646639e-06
"Ford Motor Company","ford motor",50000,2003,2003-11-25,"Employee Benefits Security Administration",43628444672.1311,"F",11.0299997329712,12.6300001144409,49957141844.2331,1.00085789847427e-06
"Union Pacific Railroad Company","union pacific",22000,2008,2008-09-25,"Federal Railroad Administration",148485106557.377,"UNP",242.330001831055,35.9099998474121,22003466816.0311,9.99842442281477e-07
"Bell Atlantic of Maryland, Inc.","verizon communications",150000,2003,2003-01-17,"National Labor Relations Board",174437320491.803,"VZ",41.2799987792969,35.5412368774414,150186974593,9.98755054534478e-07
"Chevron U.S.A.","chevron",149520,2016,2016-02-24,"Bureau of Safety and Environmental Enforcement",255731292622.951,"CVX",144.919998168945,84.9100036621094,149835393786.141,9.97895064856362e-07
"UNITED PARCEL SERVICE CO","united parcel service",53000,2007,2007-11-15,"Federal Aviation Administration",113828579098.361,"UPS",156.580001831055,73.3300018310547,53308531205.124,9.94212348414988e-07
"First Data Resources, LLC","fiserv",23336,2015,2015-04-15,"Office of Foreign Assets Control",84458765983.6066,"FI",140,39.3050003051758,23711798734.0031,9.84151403349078e-07
"Union Pacific Railroad Company","union pacific",21600,2008,2008-09-25,"Federal Railroad Administration",148485106557.377,"UNP",242.330001831055,35.9099998474121,22003466816.0311,9.81663488785451e-07
"Union Pacific Railroad","union pacific",47000,2013,2013-09-30,"Federal Railroad Administration",148485106557.377,"UNP",242.330001831055,78.2949981689453,47974419420.5492,9.79688770967559e-07
"JOHNSON CONTROLS, INC.","johnson controls",50001,2005,2005-03-08,"Employee Benefits Security Administration",37701701229.5082,"JCI",55.0200004577637,74.8304672241211,51276552066.081,9.7512406714794e-07
"Union Pacific Railroad Company","union pacific",21400,2008,2008-09-25,"Federal Railroad Administration",148485106557.377,"UNP",242.330001831055,35.9099998474121,22003466816.0311,9.72574012037437e-07
"TRANSCONTINENTAL GAS PIPE LINE COMPANY","williams companies",23800,2011,2011-01-05,"Pipeline and Hazardous Materials Safety Administration",41647519672.1311,"WMB",34.0299987792969,20.0050086975098,24483074438.9438,9.72100136335115e-07
"CVS","cvs health",45000,2011,2011-08-04,"Consumer Product Safety Commission",95779100819.6721,"CVS",74.1900024414062,36.2099990844727,46747014946.2662,9.62628310101205e-07
"Union Pacific Railroad","union pacific",25000,2011,2011-09-30,"Federal Railroad Administration",148485106557.377,"UNP",242.330001831055,42.6100006103516,26108820340.9865,9.57530814241888e-07
"Union Pacific Railroad","union pacific",25000,2011,2011-09-30,"Federal Railroad Administration",148485106557.377,"UNP",242.330001831055,42.6100006103516,26108820340.9865,9.57530814241888e-07
"Union Pacific Railroad Company","union pacific",21000,2008,2008-09-25,"Federal Railroad Administration",148485106557.377,"UNP",242.330001831055,35.9099998474121,22003466816.0311,9.5439505854141e-07
"Union Pacific Railroad Company","union pacific",21000,2008,2008-09-25,"Federal Railroad Administration",148485106557.377,"UNP",242.330001831055,35.9099998474121,22003466816.0311,9.5439505854141e-07
"UNITED PARCEL SERVICE CO","united parcel service",48000,2011,2011-06-09,"Federal Aviation Administration",113828579098.361,"UPS",156.580001831055,69.2600021362305,50349773529.9742,9.53331001010852e-07
