"Company","Parent","Penalty","Year","Date","Agency"
"Merck & Company, Inc.","Merck",289755,2019,2019-09-27,"Office of Federal Contract Compliance Programs"
"Sysco Eastern Maryland, LLC","Sysco",28458,2019,2019-09-27,"Office of Federal Contract Compliance Programs"
"Sysco Virginia, LLC","Sysco",66065,2019,2019-09-27,"Office of Federal Contract Compliance Programs"
"Wells Fargo Bank N.A.","Wells Fargo",283697,2019,2019-09-27,"Office of Federal Contract Compliance Programs"
"Cargill Meat Solutions Corporation","Cargill",3e+05,2019,2019-09-26,"Office of Federal Contract Compliance Programs"
"Span-America Medical Systems, Inc.",NA,62269,2019,2019-09-26,"Office of Federal Contract Compliance Programs"
"Sysco Baltimore, LLC","Sysco",64111,2019,2019-09-26,"Office of Federal Contract Compliance Programs"
"Sysco Central Pennsylvania, LLC","Sysco",13605,2019,2019-09-26,"Office of Federal Contract Compliance Programs"
"Bank of America","Bank of America",4200000,2019,2019-09-25,"Office of Federal Contract Compliance Programs"
"Leidos, Inc.","Leidos",65242,2019,2019-09-25,"Office of Federal Contract Compliance Programs"
"Aramark Uniform Services","Aramark",1e+05,2019,2019-09-19,"Office of Federal Contract Compliance Programs"
"Penske Logistics, LLC","Penske Truck Leasing",350000,2019,2019-09-19,"Office of Federal Contract Compliance Programs"
"Sprint Corporation","T-Mobile US",558650,2019,2019-08-30,"Office of Federal Contract Compliance Programs"
"McKesson Provider Technologies","McKesson",225000,2019,2019-08-28,"Office of Federal Contract Compliance Programs"
"Medtronic PLC","Medtronic",3e+05,2019,2019-08-02,"Office of Federal Contract Compliance Programs"
"Austal USA LLC","Austal",124500,2019,2019-10-04,"Office of Federal Contract Compliance Programs"
"IDEXX Laboratories, Inc.","IDEXX Laboratories",2e+05,2020,2020-01-27,"Office of Federal Contract Compliance Programs"
"NYU Lutheran Medical Center","NYU Langone Health",120000,2019,2019-12-11,"Office of Federal Contract Compliance Programs"
"Time Warner Cable LCC","Charter Communications",745000,2020,2020-02-19,"Office of Federal Contract Compliance Programs"
"AmeriPride Services LLC",NA,84000,2020,2020-03-06,"Office of Federal Contract Compliance Programs"
"Analysis Group, Inc.",NA,25363,2020,2020-03-05,"Office of Federal Contract Compliance Programs"
"Cisco Systems, Inc.","Cisco Systems",2e+06,2020,2020-03-04,"Office of Federal Contract Compliance Programs"
"Oldcastle BuildingEnvelope, Inc.","CRH PLC",251717,2020,2020-06-04,"Office of Federal Contract Compliance Programs"
"Valero Refining-New Orleans, LLC and Valero Services, Inc.","Valero Energy",362500,2020,2020-03-25,"Office of Federal Contract Compliance Programs"
"BioFire Diagnostics LLC",NA,3e+05,2020,2020-08-26,"Office of Federal Contract Compliance Programs"
"Boehringer Ingelheim Animal Health USA Inc.","Boehringer Ingelheim",379089,2020,2020-08-24,"Office of Federal Contract Compliance Programs"
"Teachers Insurance and Annuity Association","TIAA",1500000,2020,2020-08-18,"Office of Federal Contract Compliance Programs"
"Wells Fargo Bank, N.A.","Wells Fargo",7800000,2020,2020-08-11,"Office of Federal Contract Compliance Programs"
"AECOM Management Services, Inc.","Amentum Government Services Holdings LLC",350000,2020,2020-08-10,"Office of Federal Contract Compliance Programs"
"Mouser Electronic, Inc.",NA,6e+05,2020,2020-07-31,"Office of Federal Contract Compliance Programs"
"Unifirst Corporation","UniFirst",145000,2020,2020-07-30,"Office of Federal Contract Compliance Programs"
"KPMG LLC","KPMG",155000,2020,2020-07-29,"Office of Federal Contract Compliance Programs"
"PCC Foils, LLC",NA,67858,2020,2020-07-27,"Office of Federal Contract Compliance Programs"
"Rockwell Collins, Inc.","RTX Corporation",223221,2020,2020-07-15,"Office of Federal Contract Compliance Programs"
"Nova Southeastern University",NA,259129,2020,2020-07-09,"Office of Federal Contract Compliance Programs"
"The American Bottling Company","Keurig Dr Pepper Inc.",590000,2020,2020-07-01,"Office of Federal Contract Compliance Programs"
"Shamrock Foods Company","Shamrock Foods",858492,2020,2020-06-22,"Office of Federal Contract Compliance Programs"
"WMS Solutions LLC",NA,960905,2020,2020-06-22,"Office of Federal Contract Compliance Programs"
"Verizon Communications Inc.","Verizon Communications",675000,2020,2020-06-03,"Office of Federal Contract Compliance Programs"
"TTI, Inc.","Berkshire Hathaway",650000,2020,2020-06-01,"Office of Federal Contract Compliance Programs"
"EnviroVantage, Inc.",NA,1e+05,2020,2020-05-12,"Office of Federal Contract Compliance Programs"
"Mphasis Corporation",NA,171300,2020,2020-04-29,"Office of Federal Contract Compliance Programs"
"Baker & Taylor LLC",NA,127375,2020,2020-12-04,"Office of Federal Contract Compliance Programs"
"SKF USA Inc.","SKF",195000,2020,2020-11-25,"Office of Federal Contract Compliance Programs"
"Goodwill Industries of South Florida Inc.",NA,104451,2020,2020-11-16,"Office of Federal Contract Compliance Programs"
"JPMorgan Chase & Co.","JPMorgan Chase",9e+06,2020,2020-11-02,"Office of Federal Contract Compliance Programs"
"Deloitte Services LP","Deloitte",275000,2020,2020-10-28,"Office of Federal Contract Compliance Programs"
"DXC Technology Company","DXC Technology",650000,2020,2020-10-05,"Office of Federal Contract Compliance Programs"
"Teradyne Inc.","Teradyne",125000,2020,2020-10-05,"Office of Federal Contract Compliance Programs"
"Comcast Corporation","Comcast",373670,2020,2020-09-30,"Office of Federal Contract Compliance Programs"
"Hewlett Packard Enterprise","Hewlett Packard Enterprise",427000,2020,2020-09-30,"Office of Federal Contract Compliance Programs"
"HP Inc.","HP Inc.",1023000,2020,2020-09-30,"Office of Federal Contract Compliance Programs"
"Newport News Shipbuilding","Huntington Ingalls Industries",3500000,2020,2020-09-30,"Office of Federal Contract Compliance Programs"
"Princeton University","Princeton University",925000,2020,2020-09-30,"Office of Federal Contract Compliance Programs"
"Rolls-Royce North American Holdings, Inc.","Rolls-Royce",135000,2020,2020-09-30,"Office of Federal Contract Compliance Programs"
"University of Connecticut",NA,249539,2020,2020-09-30,"Office of Federal Contract Compliance Programs"
"B. Braun Medical Inc.","B. Braun Melsungen",77002,2020,2020-09-29,"Office of Federal Contract Compliance Programs"
"Becton Dickinson & Co.","Becton Dickinson",89678,2020,2020-09-29,"Office of Federal Contract Compliance Programs"
"Potomac Abatement Inc.",NA,503000,2020,2020-09-22,"Office of Federal Contract Compliance Programs"
"Yale University","Yale University",87500,2020,2020-09-22,"Office of Federal Contract Compliance Programs"
"GC Services Limited Partnership",NA,245000,2020,2020-09-18,"Office of Federal Contract Compliance Programs"
"Locke Lord LLP",NA,150000,2020,2020-09-17,"Office of Federal Contract Compliance Programs"
"University of Delaware",NA,1e+05,2020,2020-09-14,"Office of Federal Contract Compliance Programs"
"Alsco Inc.","Alsco",75000,2020,2020-09-08,"Office of Federal Contract Compliance Programs"
"Microsoft Corporation","Microsoft",3e+06,2020,2020-09-04,"Office of Federal Contract Compliance Programs"
"AT&T Services Inc.","AT&T",173000,2020,2020-09-03,"Office of Federal Contract Compliance Programs"
"Sidley Austin, LLP","Sidley Austin",25000,2020,2020-09-03,"Office of Federal Contract Compliance Programs"
"Google LLC","Alphabet Inc.",3835052,2021,2021-01-15,"Office of Federal Contract Compliance Programs"
"Express Scripts, Inc.","Cigna",110000,2020,2020-12-16,"Office of Federal Contract Compliance Programs"
"CH2M Hill Plateau Remediation Company","Jacobs Solutions",439911,2020,2020-12-14,"Office of Federal Contract Compliance Programs"
"BSN Sports LLC",NA,6e+05,2020,2020-12-11,"Office of Federal Contract Compliance Programs"
"Air Industries Company","Berkshire Hathaway",117147,2020,2020-12-10,"Office of Federal Contract Compliance Programs"
"Crothall Healthcare Inc.","Compass Group",120000,2020,2020-12-10,"Office of Federal Contract Compliance Programs"
"Lockheed Martin Corporation","Lockheed Martin",7e+05,2020,2020-12-08,"Office of Federal Contract Compliance Programs"
"AT&T Services Inc.","AT&T",173000,2020,2020-12-03,"Office of Federal Contract Compliance Programs"
"Life Insurance Company of North America","Cigna",650000,2020,2020-11-30,"Office of Federal Contract Compliance Programs"
"Bechtel, Oil, Gas & Chemicals, Inc.","Bechtel",2e+05,2021,2021-04-30,"Office of Federal Contract Compliance Programs"
"Conduent, Inc.","Conduent",395000,2021,2021-05-05,"Office of Federal Contract Compliance Programs"
"US Foods, Inc.","US Foods Holding",175000,2021,2021-03-12,"Office of Federal Contract Compliance Programs"
"Merit Services, Inc.",NA,295000,2021,2021-07-29,"Office of Federal Contract Compliance Programs"
"Blue Cross Blue Shield of South Carolina",NA,226484,2021,2021-07-19,"Office of Federal Contract Compliance Programs"
"Fastenal Company","Fastenal",149226,2021,2021-07-13,"Office of Federal Contract Compliance Programs"
"US Foods, Inc.","US Foods Holding",159549,2021,2021-06-23,"Office of Federal Contract Compliance Programs"
"Worley Group","Worley Limited",5e+05,2021,2021-06-15,"Office of Federal Contract Compliance Programs"
"Apex Systems, Inc.","ASGN Inc.",15000,2021,2021-05-14,"Office of Federal Contract Compliance Programs"
"AlliedBarton Security Services LLC","Allied Universal Security Services",1175000,2021,2021-12-06,"Office of Federal Contract Compliance Programs"
"Southwest Airlines","Southwest Airlines",15000,2021,2021-11-01,"Office of Federal Contract Compliance Programs"
"Allan Baker Inc.",NA,227636,2021,2021-10-26,"Office of Federal Contract Compliance Programs"
"Aecom Management Services, Inc.","Amentum Government Services Holdings LLC",205000,2021,2021-09-30,"Office of Federal Contract Compliance Programs"
"AstraZeneca","AstraZeneca",560000,2021,2021-09-30,"Office of Federal Contract Compliance Programs"
"IBM US Public Service","IBM Corp.",350000,2021,2021-09-30,"Office of Federal Contract Compliance Programs"
"International Packaging Corporation",NA,160000,2021,2021-09-30,"Office of Federal Contract Compliance Programs"
"Regus Management Group LLC",NA,9e+05,2021,2021-09-30,"Office of Federal Contract Compliance Programs"
"Serco, Inc.","Serco Group",138386,2021,2021-09-30,"Office of Federal Contract Compliance Programs"
"Thomson Reuters Corporation","Thomson Reuters",550000,2021,2021-09-30,"Office of Federal Contract Compliance Programs"
"HM Health Solutions, Inc.",NA,410000,2021,2021-09-27,"Office of Federal Contract Compliance Programs"
"NCI Information Systems, Inc",NA,10545,2021,2021-09-17,"Office of Federal Contract Compliance Programs"
"Altec, Inc.",NA,85000,2021,2021-06-11,"Office of Federal Contract Compliance Programs"
"WPS Health Solutions, Inc.",NA,32200,2020,2020-12-14,"Office of Federal Contract Compliance Programs"
"Bimbo Bakeries","Bimbo Group",131216,2022,2022-02-23,"Office of Federal Contract Compliance Programs"
"HP Hood, LLC","H.P. Hood",6887,2022,2022-05-09,"Office of Federal Contract Compliance Programs"
"Rockland Bakery, Inc.",NA,850000,2022,2022-04-28,"Office of Federal Contract Compliance Programs"
"LinkedIn Corporation","Microsoft",1800000,2022,2022-04-27,"Office of Federal Contract Compliance Programs"
"IQVIA, Inc.","IQVIA",550000,2022,2022-04-19,"Office of Federal Contract Compliance Programs"
"TekMasters, LLC",NA,17500,2022,2022-04-13,"Office of Federal Contract Compliance Programs"
"Colonna's Shipyard, Inc.",NA,6250,2022,2022-03-10,"Office of Federal Contract Compliance Programs"
"Becton, Dickinson and Company","Becton Dickinson",499349,2022,2022-06-22,"Office of Federal Contract Compliance Programs"
"Eurofins Lancaster Laboratories Environment Testing, LLC","Eurofins Scientific",77000,2022,2022-08-29,"Office of Federal Contract Compliance Programs"
"Central Research, Inc.",NA,309000,2022,2022-08-25,"Office of Federal Contract Compliance Programs"
"Cerner Corporation","Oracle",1860000,2022,2022-08-08,"Office of Federal Contract Compliance Programs"
"Esri (Environmental Systems Research Institute)",NA,2300000,2022,2022-08-01,"Office of Federal Contract Compliance Programs"
"LAZ Parking California LLC",NA,320000,2022,2022-11-08,"Office of Federal Contract Compliance Programs"
"Hospitality Logistics International, LLC",NA,1e+05,2022,2022-10-04,"Office of Federal Contract Compliance Programs"
"LivaNova USA",NA,50000,2022,2022-09-30,"Office of Federal Contract Compliance Programs"
"Sabre Corporation","Sabre Corp.",3e+05,2022,2022-09-30,"Office of Federal Contract Compliance Programs"
"Stanley Black and Decker","Stanley Black & Decker",150000,2022,2022-09-30,"Office of Federal Contract Compliance Programs"
"Sysco Central Texas Inc.","Sysco",154000,2022,2022-09-30,"Office of Federal Contract Compliance Programs"
"Sysco North Texas Inc.","Sysco",121000,2022,2022-09-30,"Office of Federal Contract Compliance Programs"
"UniFirst Corporation","UniFirst",104568,2022,2022-09-30,"Office of Federal Contract Compliance Programs"
"Loomis Armored USA LLC","Loomis",375000,2022,2022-09-29,"Office of Federal Contract Compliance Programs"
"J&J WORLDWIDE SERVICES",NA,20619,2022,2022-09-28,"Office of Federal Contract Compliance Programs"
"Gaylord Opryland Resort & Convention Center",NA,630722,2022,2022-09-20,"Office of Federal Contract Compliance Programs"
"Midwest Canvas Corporation",NA,230204,2022,2022-09-15,"Office of Federal Contract Compliance Programs"
"Washington River Protection Solutions LLC","Amentum Government Services Holdings LLC",157621,2022,2022-12-08,"Office of Federal Contract Compliance Programs"
"The Bank of New York Mellon Corporation","Bank of New York Mellon",1925000,2022,2022-11-21,"Office of Federal Contract Compliance Programs"
"Cooper Health System","Cooper Health",625000,2022,2022-11-18,"Office of Federal Contract Compliance Programs"
"CACI Premier Technology, Inc.",NA,36162,2022,2022-10-25,"Office of Federal Contract Compliance Programs"
"El Dorado National","REV Group",44000,2023,2023-01-18,"Office of Federal Contract Compliance Programs"
"Intelligent Waves LLC",NA,435638,2023,2023-04-21,"Office of Federal Contract Compliance Programs"
"Designed Metal Connections dba Permaswage",NA,122000,2023,2023-05-05,"Office of Federal Contract Compliance Programs"
"AT&T","AT&T",19741,2023,2023-02-22,"Office of Federal Contract Compliance Programs"
"Goodwill of Greater Washington",NA,29735,2023,2023-03-14,"Office of Federal Contract Compliance Programs"
"Illinois Tool Works Inc.","Illinois Tool Works",105181,2023,2023-06-21,"Office of Federal Contract Compliance Programs"
"Matsys Inc.",NA,45015,2023,2023-03-06,"Office of Federal Contract Compliance Programs"
"Rosemount Aerospace Inc.","RTX Corporation",712500,2023,2023-08-08,"Office of Federal Contract Compliance Programs"
"SierTek Ltd.",NA,13455,2023,2023-06-01,"Office of Federal Contract Compliance Programs"
"Navient Corporation","Navient",7e+05,2023,2023-09-08,"Office of Federal Contract Compliance Programs"
"Nielsen Company (US) LLC","Nielsen Holdings",570000,2023,2023-08-31,"Office of Federal Contract Compliance Programs"
"Pfizer Inc.","Pfizer",2500000,2023,2023-10-16,"Office of Federal Contract Compliance Programs"
"US Foods","US Foods Holding",721414,2023,2023-10-13,"Office of Federal Contract Compliance Programs"
"Pitney Bowes","Pitney Bowes",1590000,2023,2023-10-12,"Office of Federal Contract Compliance Programs"
"Daikin Industries","Daikin",1e+05,2023,2023-10-12,"Office of Federal Contract Compliance Programs"
"B. Braun Medical Inc.","B. Braun Melsungen",75984,2023,2023-10-12,"Office of Federal Contract Compliance Programs"
